config_no,config_name,fold,rank_after_filter,feature
9,Sentinel-1 + Sentinel-2 + Landsat,5,1,S2_dry_CVI
9,Sentinel-1 + Sentinel-2 + Landsat,5,2,S2_dry_MNDWI
9,Sentinel-1 + Sentinel-2 + Landsat,5,3,S2_wet_NBR2
9,Sentinel-1 + Sentinel-2 + Landsat,5,4,S2_dry_B2
9,Sentinel-1 + Sentinel-2 + Landsat,5,5,S2_dry_B11
9,Sentinel-1 + Sentinel-2 + Landsat,5,6,S1_VVasc_p50
9,Sentinel-1 + Sentinel-2 + Landsat,5,7,S1_VHasc_p50
9,Sentinel-1 + Sentinel-2 + Landsat,5,8,S2_dry_NBR2
9,Sentinel-1 + Sentinel-2 + Landsat,5,9,L89_dry_Blue
9,Sentinel-1 + Sentinel-2 + Landsat,5,10,S2_dry_GNDVI
9,Sentinel-1 + Sentinel-2 + Landsat,5,11,L89_dry_SWIR2
9,Sentinel-1 + Sentinel-2 + Landsat,5,12,S2_dry_NLI
9,Sentinel-1 + Sentinel-2 + Landsat,5,13,L89_wet_NBR2
9,Sentinel-1 + Sentinel-2 + Landsat,5,14,L89_dry_NDMI
9,Sentinel-1 + Sentinel-2 + Landsat,5,15,S2_dry_B6
9,Sentinel-1 + Sentinel-2 + Landsat,5,16,S2_wet_GNDVI
9,Sentinel-1 + Sentinel-2 + Landsat,5,17,L89_dry_MSI
9,Sentinel-1 + Sentinel-2 + Landsat,5,18,S2_wet_B12
9,Sentinel-1 + Sentinel-2 + Landsat,5,19,S2_dry_B5
9,Sentinel-1 + Sentinel-2 + Landsat,5,20,S2_dry_MTCI
9,Sentinel-1 + Sentinel-2 + Landsat,5,21,S2_dry_NDI
9,Sentinel-1 + Sentinel-2 + Landsat,5,22,S2_wet_CVI
9,Sentinel-1 + Sentinel-2 + Landsat,5,23,S2_wet_CI_RE
9,Sentinel-1 + Sentinel-2 + Landsat,5,24,S2_dry_PSRI
9,Sentinel-1 + Sentinel-2 + Landsat,5,25,S2_wet_B7
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,1,S2_dry_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,2,S2_dry_MNDWI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,3,DEM_elevation
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,4,S2_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,5,S2_dry_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,6,L89_dry_Green
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,7,S2_dry_B2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,8,S2_dry_B11
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,9,S1_VHasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,10,L89_dry_SWIR2_p75
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,11,S1_VVasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,12,L89_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,13,S2_dry_B8
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,14,S2_wet_GNDVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,15,S2_dry_NDI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,16,L89_dry_NDVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,17,S2_wet_B12
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,18,L89_dry_MSI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,19,DEM_slope
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,20,S2_dry_B5
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,21,S2_dry_PSRI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,22,S2_wet_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,23,L89_dry_NDMI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,24,S2_dry_MTCI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,1,25,S2_wet_B8
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,1,S2_dry_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,2,DEM_elevation
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,3,S2_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,4,S2_dry_MNDWI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,5,S2_dry_B11
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,6,S1_VVasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,7,S1_VHasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,8,S2_dry_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,9,S2_dry_B2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,10,L89_dry_Green
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,11,L89_dry_SWIR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,12,S2_dry_B6
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,13,S2_dry_NDWI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,14,S2_dry_NLI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,15,S2_wet_B12
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,16,L89_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,17,DEM_slope
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,18,L89_dry_NDMI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,19,S2_dry_NDI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,20,L89_dry_MSI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,21,S2_dry_B5
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,22,S2_dry_MTCI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,23,S2_wet_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,24,S2_wet_NDVI_RE
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,2,25,S2_wet_B6
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,1,S2_dry_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,2,DEM_elevation
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,3,S2_dry_MNDWI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,4,S2_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,5,S2_dry_B2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,6,S2_dry_B11
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,7,S1_VVasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,8,S2_dry_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,9,L89_dry_SWIR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,10,L89_dry_Blue
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,11,S2_dry_NDWI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,12,S1_VHasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,13,S2_dry_B6
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,14,L89_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,15,S2_dry_NLI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,16,S2_wet_B12
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,17,DEM_slope
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,18,S2_dry_B5
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,19,L89_dry_NDMI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,20,S2_dry_NDI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,21,L89_dry_MSI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,22,S2_dry_MTCI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,23,S2_wet_NLI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,24,S2_wet_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,3,25,S2_dry_PSRI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,1,S2_dry_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,2,DEM_elevation
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,3,S2_dry_MNDWI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,4,S2_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,5,S2_dry_B2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,6,S2_dry_B11
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,7,L89_dry_Green
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,8,S2_dry_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,9,S1_VVasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,10,S2_wet_GNDVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,11,L89_dry_SWIR2_p75
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,12,S1_VHasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,13,S2_wet_B12
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,14,L89_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,15,DEM_slope
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,16,S2_dry_NLI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,17,S2_dry_B8
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,18,L89_dry_MSI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,19,S2_dry_NDI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,20,L89_dry_NDMI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,21,S2_dry_B5
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,22,S2_dry_MTCI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,23,S2_wet_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,24,S2_wet_NLI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,4,25,S2_wet_B6
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,1,S2_dry_CVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,2,DEM_elevation
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,3,S2_dry_MNDWI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,4,S2_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,5,S2_dry_B2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,6,S2_dry_B11
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,7,S2_dry_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,8,L89_dry_Green
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,9,S1_VHasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,10,L89_dry_SWIR2_p75
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,11,S1_VVasc_p50
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,12,L89_wet_NBR2
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,13,S2_dry_NLI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,14,S2_dry_NDWI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,15,S2_wet_GNDVI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,16,S2_dry_B6
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,17,DEM_slope
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,18,L89_dry_NDMI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,19,S2_wet_B12
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,20,S2_dry_NDI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,21,L89_dry_MSI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,22,S2_dry_B5
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,23,S2_wet_B6
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,24,S2_dry_MTCI
10,Sentinel-1 + Sentinel-2 + Landsat + DEM,5,25,L89_wet_NIR
