sample_uid_1,sample_uid_2,class_id_1,class_id_2,distance_m,label_conflict
Table_TrainSamples_FullFeatureSpace_2024_269,Table_TrainSamples_FullFeatureSpace_2024_1550,6,6,9.946635012946684,False
Table_TrainSamples_FullFeatureSpace_2024_272,Table_TrainSamples_FullFeatureSpace_2024_1586,6,6,9.94659236291632,False
Table_TrainSamples_FullFeatureSpace_2024_278,Table_TrainSamples_FullFeatureSpace_2024_1590,6,6,9.944019440023222,False
Table_TrainSamples_FullFeatureSpace_2024_280,Table_TrainSamples_FullFeatureSpace_2024_1602,6,6,9.944028058857857,False
Table_TrainSamples_FullFeatureSpace_2024_283,Table_TrainSamples_FullFeatureSpace_2024_1529,6,6,9.764451292288179,False
Table_TrainSamples_FullFeatureSpace_2024_284,Table_TrainSamples_FullFeatureSpace_2024_1560,6,6,9.943998343951623,False
Table_TrainSamples_FullFeatureSpace_2024_290,Table_TrainSamples_FullFeatureSpace_2024_1563,6,6,9.761228534256935,False
Table_TrainSamples_FullFeatureSpace_2024_304,Table_TrainSamples_FullFeatureSpace_2024_1739,7,7,9.748466080602501,False
Table_TrainSamples_FullFeatureSpace_2024_306,Table_TrainSamples_FullFeatureSpace_2024_1791,7,7,9.747213262697402,False
Table_TrainSamples_FullFeatureSpace_2024_309,Table_TrainSamples_FullFeatureSpace_2024_1748,7,7,9.949715004311553,False
Table_TrainSamples_FullFeatureSpace_2024_310,Table_TrainSamples_FullFeatureSpace_2024_1689,7,7,9.742647175421958,False
Table_TrainSamples_FullFeatureSpace_2024_313,Table_TrainSamples_FullFeatureSpace_2024_1675,7,7,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_314,Table_TrainSamples_FullFeatureSpace_2024_1711,7,7,9.742321487207292,False
Table_TrainSamples_FullFeatureSpace_2024_316,Table_TrainSamples_FullFeatureSpace_2024_1764,7,7,9.758225384583008,False
Table_TrainSamples_FullFeatureSpace_2024_321,Table_TrainSamples_FullFeatureSpace_2024_1624,7,7,9.946251411087523,False
Table_TrainSamples_FullFeatureSpace_2024_322,Table_TrainSamples_FullFeatureSpace_2024_1785,7,7,9.946249689577128,False
Table_TrainSamples_FullFeatureSpace_2024_324,Table_TrainSamples_FullFeatureSpace_2024_1706,7,7,9.94637348852486,False
Table_TrainSamples_FullFeatureSpace_2024_325,Table_TrainSamples_FullFeatureSpace_2024_1773,7,7,9.757197636269987,False
Table_TrainSamples_FullFeatureSpace_2024_325,Table_TrainSamples_FullFeatureSpace_2024_1692,7,7,9.757198382807088,False
Table_TrainSamples_FullFeatureSpace_2024_325,Table_TrainSamples_FullFeatureSpace_2024_1645,7,7,9.946375993251811,False
Table_TrainSamples_FullFeatureSpace_2024_326,Table_TrainSamples_FullFeatureSpace_2024_1854,8,8,9.757395307465366,False
Table_TrainSamples_FullFeatureSpace_2024_327,Table_TrainSamples_FullFeatureSpace_2024_1845,8,8,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_332,Table_TrainSamples_FullFeatureSpace_2024_1846,8,8,9.951468542281637,False
Table_TrainSamples_FullFeatureSpace_2024_335,Table_TrainSamples_FullFeatureSpace_2024_1886,8,8,9.758527765609271,False
Table_TrainSamples_FullFeatureSpace_2024_340,Table_TrainSamples_FullFeatureSpace_2024_1878,8,8,9.944702377807698,False
Table_TrainSamples_FullFeatureSpace_2024_356,Table_TrainSamples_FullFeatureSpace_2024_1862,8,8,9.775970035131238,False
Table_TrainSamples_FullFeatureSpace_2024_359,Table_TrainSamples_FullFeatureSpace_2024_1869,8,8,9.941950775974346,False
Table_TrainSamples_FullFeatureSpace_2024_365,Table_TrainSamples_FullFeatureSpace_2024_1888,8,8,9.773358405642504,False
Table_TrainSamples_FullFeatureSpace_2024_366,Table_TrainSamples_FullFeatureSpace_2024_1844,8,8,9.773663960817045,False
Table_TrainSamples_FullFeatureSpace_2024_373,Table_TrainSamples_FullFeatureSpace_2024_1804,8,8,9.942077067160728,False
Table_TrainSamples_FullFeatureSpace_2024_376,Table_TrainSamples_FullFeatureSpace_2024_1898,8,8,9.942043299810406,False
Table_TrainSamples_FullFeatureSpace_2024_381,Table_TrainSamples_FullFeatureSpace_2024_1884,8,8,9.946395812641333,False
Table_TrainSamples_FullFeatureSpace_2024_383,Table_TrainSamples_FullFeatureSpace_2024_1811,8,8,9.778813297844442,False
Table_TrainSamples_FullFeatureSpace_2024_384,Table_TrainSamples_FullFeatureSpace_2024_1868,8,8,9.946275696972991,False
Table_TrainSamples_FullFeatureSpace_2024_385,Table_TrainSamples_FullFeatureSpace_2024_1870,8,8,9.77955999934662,False
Table_TrainSamples_FullFeatureSpace_2024_385,Table_TrainSamples_FullFeatureSpace_2024_1828,8,8,9.94625172529772,False
Table_TrainSamples_FullFeatureSpace_2024_391,Table_TrainSamples_FullFeatureSpace_2024_1880,8,8,9.949873094131243,False
Table_TrainSamples_FullFeatureSpace_2024_398,Table_TrainSamples_FullFeatureSpace_2024_1807,8,8,9.946396551022865,False
Table_TrainSamples_FullFeatureSpace_2024_398,Table_TrainSamples_FullFeatureSpace_2024_1848,8,8,9.946396612062314,False
Table_TrainSamples_FullFeatureSpace_2024_399,Table_TrainSamples_FullFeatureSpace_2024_1852,8,8,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_399,Table_TrainSamples_FullFeatureSpace_2024_1809,8,8,9.943188485535378,False
Table_TrainSamples_FullFeatureSpace_2024_401,Table_TrainSamples_FullFeatureSpace_2024_1821,8,8,9.943115159637905,False
Table_TrainSamples_FullFeatureSpace_2024_407,Table_TrainSamples_FullFeatureSpace_2024_1851,8,8,9.942980286352693,False
Table_TrainSamples_FullFeatureSpace_2024_408,Table_TrainSamples_FullFeatureSpace_2024_1834,8,8,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_412,Table_TrainSamples_FullFeatureSpace_2024_1861,8,8,9.942047785186148,False
Table_TrainSamples_FullFeatureSpace_2024_413,Table_TrainSamples_FullFeatureSpace_2024_1805,8,8,9.758120068530651,False
Table_TrainSamples_FullFeatureSpace_2024_418,Table_TrainSamples_FullFeatureSpace_2024_1853,8,8,9.941649620267462,False
Table_TrainSamples_FullFeatureSpace_2024_418,Table_TrainSamples_FullFeatureSpace_2024_1865,8,8,9.762689973880663,False
Table_TrainSamples_FullFeatureSpace_2024_420,Table_TrainSamples_FullFeatureSpace_2024_1881,8,8,9.944801985492381,False
Table_TrainSamples_FullFeatureSpace_2024_424,Table_TrainSamples_FullFeatureSpace_2024_1812,8,8,9.7651173323704,False
Table_TrainSamples_FullFeatureSpace_2024_432,Table_TrainSamples_FullFeatureSpace_2024_1892,8,8,9.94890426656516,False
Table_TrainSamples_FullFeatureSpace_2024_439,Table_TrainSamples_FullFeatureSpace_2024_1965,9,9,9.945496083282874,False
Table_TrainSamples_FullFeatureSpace_2024_455,Table_TrainSamples_FullFeatureSpace_2024_1990,9,9,9.945359164884456,False
Table_TrainSamples_FullFeatureSpace_2024_457,Table_TrainSamples_FullFeatureSpace_2024_1922,9,9,9.773295787901635,False
Table_TrainSamples_FullFeatureSpace_2024_459,Table_TrainSamples_FullFeatureSpace_2024_1960,9,9,9.773118914076832,False
Table_TrainSamples_FullFeatureSpace_2024_462,Table_TrainSamples_FullFeatureSpace_2024_1963,9,9,9.772804970930329,False
Table_TrainSamples_FullFeatureSpace_2024_463,Table_TrainSamples_FullFeatureSpace_2024_1908,9,9,9.94530785652547,False
Table_TrainSamples_FullFeatureSpace_2024_465,Table_TrainSamples_FullFeatureSpace_2024_1976,9,9,9.945298135597081,False
Table_TrainSamples_FullFeatureSpace_2024_467,Table_TrainSamples_FullFeatureSpace_2024_1907,9,9,9.945290560666047,False
Table_TrainSamples_FullFeatureSpace_2024_473,Table_TrainSamples_FullFeatureSpace_2024_1942,9,9,9.751224401524084,False
Table_TrainSamples_FullFeatureSpace_2024_477,Table_TrainSamples_FullFeatureSpace_2024_1981,9,9,9.951033325070128,False
Table_TrainSamples_FullFeatureSpace_2024_481,Table_TrainSamples_FullFeatureSpace_2024_1940,9,9,9.751457966483358,False
Table_TrainSamples_FullFeatureSpace_2024_487,Table_TrainSamples_FullFeatureSpace_2024_1980,9,9,9.951028608490535,False
Table_TrainSamples_FullFeatureSpace_2024_489,Table_TrainSamples_FullFeatureSpace_2024_1947,9,9,9.95102100975528,False
Table_TrainSamples_FullFeatureSpace_2024_490,Table_TrainSamples_FullFeatureSpace_2024_1989,9,9,9.951014296881027,False
Table_TrainSamples_FullFeatureSpace_2024_496,Table_TrainSamples_FullFeatureSpace_2024_1931,9,9,9.950615431084843,False
Table_TrainSamples_FullFeatureSpace_2024_497,Table_TrainSamples_FullFeatureSpace_2024_1932,9,9,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_497,Table_TrainSamples_FullFeatureSpace_2024_1951,9,9,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_497,Table_TrainSamples_FullFeatureSpace_2024_1997,9,9,9.751589912785272,False
Table_TrainSamples_FullFeatureSpace_2024_500,Table_TrainSamples_FullFeatureSpace_2024_1911,9,9,9.752783289261393,False
Table_TrainSamples_FullFeatureSpace_2024_501,Table_TrainSamples_FullFeatureSpace_2024_1935,9,9,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_507,Table_TrainSamples_FullFeatureSpace_2024_1919,9,9,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_509,Table_TrainSamples_FullFeatureSpace_2024_1979,9,9,9.752875624181254,False
Table_TrainSamples_FullFeatureSpace_2024_510,Table_TrainSamples_FullFeatureSpace_2024_1967,9,9,9.753059363525301,False
Table_TrainSamples_FullFeatureSpace_2024_515,Table_TrainSamples_FullFeatureSpace_2024_1953,9,9,9.947921317608007,False
Table_TrainSamples_FullFeatureSpace_2024_519,Table_TrainSamples_FullFeatureSpace_2024_1954,9,9,9.759856190778365,False
Table_TrainSamples_FullFeatureSpace_2024_524,Table_TrainSamples_FullFeatureSpace_2024_1937,9,9,9.950093139318888,False
Table_TrainSamples_FullFeatureSpace_2024_524,Table_TrainSamples_FullFeatureSpace_2024_1913,9,9,9.950093195977544,False
Table_TrainSamples_FullFeatureSpace_2024_528,Table_TrainSamples_FullFeatureSpace_2024_1934,9,9,9.951541879162644,False
Table_TrainSamples_FullFeatureSpace_2024_533,Table_TrainSamples_FullFeatureSpace_2024_1925,9,9,9.750936956570694,False
Table_TrainSamples_FullFeatureSpace_2024_540,Table_TrainSamples_FullFeatureSpace_2024_1927,9,9,9.945882039551414,False
Table_TrainSamples_FullFeatureSpace_2024_543,Table_TrainSamples_FullFeatureSpace_2024_1945,9,9,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_543,Table_TrainSamples_FullFeatureSpace_2024_1904,9,9,9.75296650090408,False
Table_TrainSamples_FullFeatureSpace_2024_544,Table_TrainSamples_FullFeatureSpace_2024_1939,9,9,9.942084649373317,False
Table_TrainSamples_FullFeatureSpace_2024_545,Table_TrainSamples_FullFeatureSpace_2024_1992,9,9,9.76584559091364,False
Table_TrainSamples_FullFeatureSpace_2024_557,Table_TrainSamples_FullFeatureSpace_2024_2079,10,10,9.94670889276645,False
Table_TrainSamples_FullFeatureSpace_2024_559,Table_TrainSamples_FullFeatureSpace_2024_2076,10,10,9.946713426444926,False
Table_TrainSamples_FullFeatureSpace_2024_570,Table_TrainSamples_FullFeatureSpace_2024_2051,10,10,9.946894394956903,False
Table_TrainSamples_FullFeatureSpace_2024_572,Table_TrainSamples_FullFeatureSpace_2024_2097,10,10,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_576,Table_TrainSamples_FullFeatureSpace_2024_2008,10,10,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_585,Table_TrainSamples_FullFeatureSpace_2024_2078,10,10,9.756368902468505,False
Table_TrainSamples_FullFeatureSpace_2024_585,Table_TrainSamples_FullFeatureSpace_2024_2020,10,10,9.944923717818275,False
Table_TrainSamples_FullFeatureSpace_2024_587,Table_TrainSamples_FullFeatureSpace_2024_2043,10,10,9.944932808369174,False
Table_TrainSamples_FullFeatureSpace_2024_592,Table_TrainSamples_FullFeatureSpace_2024_2037,10,10,9.75793451893218,False
Table_TrainSamples_FullFeatureSpace_2024_595,Table_TrainSamples_FullFeatureSpace_2024_2054,10,10,9.944920809686206,False
Table_TrainSamples_FullFeatureSpace_2024_605,Table_TrainSamples_FullFeatureSpace_2024_2063,10,10,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_618,Table_TrainSamples_FullFeatureSpace_2024_2034,10,10,9.944754281563245,False
Table_TrainSamples_FullFeatureSpace_2024_620,Table_TrainSamples_FullFeatureSpace_2024_2073,10,10,9.94475537645912,False
Table_TrainSamples_FullFeatureSpace_2024_620,Table_TrainSamples_FullFeatureSpace_2024_2045,10,10,9.94475537645912,False
Table_TrainSamples_FullFeatureSpace_2024_624,Table_TrainSamples_FullFeatureSpace_2024_2087,10,10,9.760183263280547,False
Table_TrainSamples_FullFeatureSpace_2024_635,Table_TrainSamples_FullFeatureSpace_2024_2086,10,10,9.760436523570784,False
Table_TrainSamples_FullFeatureSpace_2024_637,Table_TrainSamples_FullFeatureSpace_2024_2000,10,10,9.760727585612395,False
Table_TrainSamples_FullFeatureSpace_2024_638,Table_TrainSamples_FullFeatureSpace_2024_2057,10,10,9.943569016378989,False
Table_TrainSamples_FullFeatureSpace_2024_644,Table_TrainSamples_FullFeatureSpace_2024_2007,10,10,9.762874235110573,False
Table_TrainSamples_FullFeatureSpace_2024_648,Table_TrainSamples_FullFeatureSpace_2024_2094,10,10,9.944588838228862,False
Table_TrainSamples_FullFeatureSpace_2024_649,Table_TrainSamples_FullFeatureSpace_2024_2014,10,10,9.762405221600888,False
Table_TrainSamples_FullFeatureSpace_2024_649,Table_TrainSamples_FullFeatureSpace_2024_2099,10,10,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_651,Table_TrainSamples_FullFeatureSpace_2024_2022,10,10,9.762737137588953,False
Table_TrainSamples_FullFeatureSpace_2024_651,Table_TrainSamples_FullFeatureSpace_2024_2036,10,10,9.762737137588953,False
Table_TrainSamples_FullFeatureSpace_2024_654,Table_TrainSamples_FullFeatureSpace_2024_2055,10,10,9.763235269618459,False
Table_TrainSamples_FullFeatureSpace_2024_654,Table_TrainSamples_FullFeatureSpace_2024_2092,10,10,9.763235269618459,False
Table_TrainSamples_FullFeatureSpace_2024_657,Table_TrainSamples_FullFeatureSpace_2024_724,1,1,9.757025492754325,False
Table_TrainSamples_FullFeatureSpace_2024_666,Table_TrainSamples_FullFeatureSpace_2024_686,1,1,9.756903074490326,False
Table_TrainSamples_FullFeatureSpace_2024_670,Table_ValSamples_FullFeatureSpace_2024_62,1,1,9.756744406391288,False
Table_TrainSamples_FullFeatureSpace_2024_676,Table_TrainSamples_FullFeatureSpace_2024_691,1,1,9.946619080150853,False
Table_TrainSamples_FullFeatureSpace_2024_679,Table_TrainSamples_FullFeatureSpace_2024_764,1,1,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_679,Table_TrainSamples_FullFeatureSpace_2024_721,1,1,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_684,Table_TrainSamples_FullFeatureSpace_2024_751,1,1,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_691,Table_TrainSamples_FullFeatureSpace_2024_756,1,1,9.755714999267056,False
Table_TrainSamples_FullFeatureSpace_2024_691,Table_ValSamples_FullFeatureSpace_2024_44,1,1,9.755715751811204,False
Table_TrainSamples_FullFeatureSpace_2024_697,Table_ValSamples_FullFeatureSpace_2024_38,1,1,9.755937003167295,False
Table_TrainSamples_FullFeatureSpace_2024_697,Table_TrainSamples_FullFeatureSpace_2024_731,1,1,9.946515072641871,False
Table_TrainSamples_FullFeatureSpace_2024_700,Table_ValSamples_FullFeatureSpace_2024_75,1,1,9.945035597252586,False
Table_TrainSamples_FullFeatureSpace_2024_702,Table_ValSamples_FullFeatureSpace_2024_35,1,1,9.945965209451005,False
Table_TrainSamples_FullFeatureSpace_2024_703,Table_ValSamples_FullFeatureSpace_2024_43,1,1,9.946609178870348,False
Table_TrainSamples_FullFeatureSpace_2024_719,Table_ValSamples_FullFeatureSpace_2024_28,1,1,9.945867716874169,False
Table_TrainSamples_FullFeatureSpace_2024_721,Table_TrainSamples_FullFeatureSpace_2024_764,1,1,0.0,False
Table_TrainSamples_FullFeatureSpace_2024_727,Table_ValSamples_FullFeatureSpace_2024_63,1,1,9.94593983297888,False
Table_TrainSamples_FullFeatureSpace_2024_732,Table_ValSamples_FullFeatureSpace_2024_32,1,1,9.765672630413416,False
Table_TrainSamples_FullFeatureSpace_2024_733,Table_TrainSamples_FullFeatureSpace_2024_748,1,1,9.757056745013843,False
